,sender,receiver,time
1642,Ike11,Ike12,2823.488208888889
1643,Ike03,Ike04,2824.451521388889
1644,Ike03,Ike22,2824.572116111111
1645,Ike12,Ike09,2824.5777055555554
1646,Ike12,Ike11,2824.5839416666668
1647,Ike22,Ike03,2824.626998611111
1648,Ike22,Ike18,2824.739961388889
1649,Ike03,Ike04,2824.9340341666666
1650,Ike01,Ike12,2825.6824477777777
1651,Ike13,Ike12,2826.1421505555554
1652,Ike13,Ike22,2826.184243333333
1653,Ike09,Ike11,2826.8423419444443
1654,Ike08,Ike05,2827.626940277778
1655,Ike05,Ike08,2828.3544455555557
1656,Ike09,Ike18,2829.074507222222
1657,Ike18,Ike09,2829.3837880555557
1658,Ike18,Ike09,2829.4166858333333
1659,Ike09,Ike18,2829.442001388889
1660,Ike18,Ike09,2829.4716719444446
1661,Ike18,Ike09,2829.568477222222
1662,Ike18,Ike09,2830.5366033333335
1663,Ike08,Ike05,2830.9147105555558
1664,Ike04,Ike03,2830.9709916666666
1665,Ike18,Ike11,2831.196610833333
1666,Ike18,Ike09,2831.3566169444443
1667,Ike05,Ike08,2831.6380033333335
1668,Ike09,Ike22,2833.0816408333335
1669,Ike09,Ike18,2833.0864291666667
1670,Ike18,Ike08,2834.9720022222223
1671,Ike11,Ike22,2838.2786327777776
1672,Ike22,Ike11,2845.740892222222
1673,Ike17,Ike13,2850.568941111111
1674,Ike13,Ike17,2850.852572777778
1675,Ike15,Ike08,2856.366965
1676,Ike18,Ike09,2857.8784533333333
1677,Ike09,Ike18,2859.175615277778
1678,Ike19,Ike03,2860.004335277778
1679,Ike09,Ike06,2861.2271116666666
1680,Ike06,Ike09,2861.699167222222
1681,Ike06,Ike08,2862.010421111111
1682,Ike07,Ike01,2862.3175497222223
1683,Ike17,Ike11,2862.360756388889
1684,Ike09,Ike06,2871.1391952777776
1685,Ike09,Ike15,2871.813817222222
1686,Ike09,Ike12,2871.9039541666666
1687,Ike06,Ike15,2873.381368888889
1688,Ike02,Ike06,2873.4864594444443
1689,Ike12,Ike09,2873.8518183333335
1690,Ike22,Ike13,2873.870948333333
1691,Ike16,Ike22,2873.89033
1692,Ike22,Ike16,2873.9021930555555
1693,Ike16,Ike22,2874.0360444444445
1694,Ike22,Ike13,2874.3655225
1695,Ike09,Ike12,2874.747012777778
1696,Ike15,Ike09,2874.7630555555556
1697,Ike10,Ike22,2874.9391097222224
1698,Ike15,Ike06,2874.9765755555554
1699,Ike15,Ike06,2875.1967680555554
1700,Ike13,Ike22,2875.589326111111
1701,Ike12,Ike09,2875.924936666667
1702,Ike09,Ike12,2876.6919016666666
1703,Ike15,Ike06,2876.8623691666667
1704,Ike19,Ike01,2877.2930469444445
1705,Ike12,Ike09,2877.4336244444444
1706,Ike18,Ike22,2879.0890555555557
1707,Ike08,Ike06,2880.092129166667
1708,Ike09,Ike12,2880.4425419444447
1709,Ike17,Ike19,2880.569247777778
1710,Ike13,Ike22,2881.971193611111
1711,Ike19,Ike17,2882.046085833333
1712,Ike19,Ike17,2882.9728802777777
1713,Ike17,Ike19,2883.724618333333
1714,Ike19,Ike17,2884.300381111111
1715,Ike22,Ike13,2884.739525833333
1716,Ike22,Ike13,2884.7471308333334
1717,Ike18,Ike22,2884.8260225
1718,Ike18,Ike08,2884.864593611111
1719,Ike12,Ike09,2886.273490277778
1720,Ike09,Ike12,2895.5974366666665
1721,Ike19,Ike17,2896.5382305555554
1722,Ike06,Ike08,2896.5523369444445
1723,Ike06,Ike15,2896.5613191666666
1724,Ike03,Ike19,2899.3798536111112
1725,Ike03,Ike07,2899.40741
1726,Ike13,Ike09,2899.779970833333
1727,Ike11,Ike17,2899.811887777778
1728,Ike09,Ike13,2899.8355527777776
1729,Ike09,Ike18,2899.9192141666667
1730,Ike09,Ike18,2899.9418094444445
1731,Ike18,Ike09,2899.9575786111113
1732,Ike09,Ike18,2899.9721602777777
1733,Ike09,Ike12,2900.505403611111
1734,Ike09,Ike13,2901.277736111111
1735,Ike07,Ike03,2902.48286
1736,Ike01,Ike07,2903.049615
1737,Ike03,Ike07,2904.085253611111
1738,Ike17,Ike19,2908.693797222222
1739,Ike19,Ike17,2909.114379166667
1740,Ike17,Ike19,2919.8571377777776
1741,Ike17,Ike04,2920.0106205555558
1742,Ike03,Ike04,2921.3671055555556
1743,Ike06,Ike15,2922.9118552777777
1744,Ike06,Ike15,2926.106668611111
1745,Ike06,Ike05,2926.1311655555555
1746,Ike15,Ike06,2927.234226111111
1747,Ike15,Ike13,2927.3159683333333
1748,Ike08,Ike18,2931.872106388889
1749,Ike18,Ike08,2931.9960269444446
1750,Ike07,Ike15,2971.9914572222224
1751,Ike19,Ike17,2972.1235105555556
1752,Ike15,Ike07,2976.9672680555555
1753,Ike08,Ike13,2981.3020002777776
1754,Ike02,Ike06,2992.085182222222
1755,Ike18,Ike09,2992.576331388889
1756,Ike22,Ike10,2994.2075419444445
1757,Ike22,Ike10,2994.2748136111113
1758,Ike10,Ike22,2994.3006844444444
1759,Ike17,Ike13,2994.7770133333333
1760,Ike22,Ike11,3021.017435
1761,Ike22,Ike18,3021.034647777778
1762,Ike11,Ike22,3021.6365969444446
1763,Ike22,Ike11,3021.680820833333
1764,Ike11,Ike22,3021.758296388889
1765,Ike22,Ike11,3021.7992230555556
1766,Ike22,Ike11,3021.918856111111
1767,Ike08,Ike13,3023.7413866666666
1768,Ike02,Ike05,3023.824398888889
1769,Ike13,Ike08,3024.109714722222
1770,Ike19,Ike17,3027.657832777778
1771,Ike15,Ike13,3027.921045833333
1772,Ike18,Ike09,3028.025377777778
1773,Ike09,Ike18,3028.1265075
1774,Ike09,Ike18,3028.198119166667
1775,Ike18,Ike09,3028.2800922222223
1776,Ike12,Ike13,3028.9535919444443
1777,Ike15,Ike22,3029.190485
1778,Ike09,Ike18,3029.2273019444447
1779,Ike08,Ike07,3030.0092330555553
1780,Ike22,Ike15,3037.4210922222223
1781,Ike07,Ike08,3039.0337133333333
1782,Ike18,Ike09,3040.7026697222223
1783,Ike09,Ike18,3040.7640769444442
1784,Ike18,Ike09,3040.7764702777777
1785,Ike09,Ike18,3040.785483611111
1786,Ike08,Ike13,3041.707732222222
1787,Ike18,Ike22,3041.9263519444444
1788,Ike22,Ike18,3041.93788
1789,Ike22,Ike18,3041.948607777778
1790,Ike18,Ike22,3041.95142
1791,Ike11,Ike22,3042.065758888889
1792,Ike18,Ike09,3042.1575869444446
1793,Ike22,Ike04,3042.2393075
1794,Ike22,Ike02,3042.2558980555555
1795,Ike04,Ike06,3042.2654794444443
1796,Ike02,Ike22,3042.2773280555557
1797,Ike22,Ike02,3042.2995544444443
1798,Ike11,Ike22,3042.3074502777777
1799,Ike02,Ike22,3042.319553888889
1800,Ike22,Ike04,3042.3494255555556
1801,Ike04,Ike06,3042.3759083333334
1802,Ike06,Ike15,3042.5457675
1803,Ike15,Ike12,3042.6545558333332
1804,Ike12,Ike15,3042.676157777778
1805,Ike22,Ike11,3042.87307
1806,Ike14,Ike01,3043.244113611111
1807,Ike12,Ike13,3045.014128888889
1808,Ike18,Ike22,3045.2106944444445
1809,Ike18,Ike22,3045.9324141666666
1810,Ike15,Ike12,3046.0548752777777
1811,Ike06,Ike05,3046.076845833333
1812,Ike12,Ike15,3046.6314747222223
1813,Ike02,Ike03,3046.8472369444444
1814,Ike18,Ike03,3046.8692833333334
1815,Ike03,Ike18,3046.9070308333335
1816,Ike14,Ike13,3047.5644177777776
1817,Ike10,Ike13,3047.6131652777776
1818,Ike21,Ike13,3047.6489330555555
1819,Ike08,Ike13,3047.6692722222224
1820,Ike19,Ike13,3047.6709708333333
1821,Ike02,Ike03,3047.759903888889
1822,Ike05,Ike13,3047.956296388889
1823,Ike13,Ike05,3047.9822413888887
1824,Ike14,Ike13,3047.9839308333335
1825,Ike05,Ike13,3048.032852777778
1826,Ike15,Ike13,3048.2869069444446
1827,Ike15,Ike19,3048.319286388889
1828,Ike09,Ike18,3049.863499722222
1829,Ike15,Ike14,3049.918401111111
1830,Ike15,Ike14,3049.954191388889
1831,Ike18,Ike09,3049.9772794444443
1832,Ike14,Ike15,3050.1184194444445
1833,Ike15,Ike14,3050.152776666667
1834,Ike14,Ike15,3050.19897
1835,Ike15,Ike14,3050.2437652777776
1836,Ike14,Ike15,3050.266853888889
1837,Ike15,Ike14,3050.3288361111113
1838,Ike14,Ike15,3050.3713591666665
1839,Ike15,Ike14,3050.404362777778
1840,Ike14,Ike15,3050.4237505555557
1841,Ike19,Ike17,3050.4418486111113
1842,Ike14,Ike15,3050.464875
1843,Ike15,Ike14,3050.473606388889
1844,Ike15,Ike14,3050.4989575
1845,Ike19,Ike17,3052.1581844444445
1846,Ike03,Ike17,3052.5566372222224
1847,Ike19,Ike03,3053.7862005555558
1848,Ike19,Ike21,3055.395398611111
1849,Ike09,Ike18,3063.5487552777777
1850,Ike18,Ike09,3064.0063797222224
1851,Ike03,Ike17,3065.1452955555555
1852,Ike19,Ike17,3065.2103147222224
1853,Ike03,Ike19,3065.228883333333
1854,Ike12,Ike13,3065.8102494444443
1855,Ike13,Ike12,3065.9885752777777
1856,Ike17,Ike13,3066.9112
1857,Ike22,Ike13,3067.274839722222
1858,Ike22,Ike19,3067.3600625
1859,Ike19,Ike22,3068.1205947222224
1860,Ike16,Ike09,3068.900886666667
1861,Ike11,Ike13,3069.0524433333335
1862,Ike04,Ike12,3069.586818611111
1863,Ike22,Ike10,3069.683958611111
1864,Ike09,Ike16,3069.9428019444445
1865,Ike09,Ike13,3070.082242777778
1866,Ike09,Ike11,3070.1433841666667
1867,Ike09,Ike13,3070.2219825
1868,Ike15,Ike22,3070.9450025
1869,Ike07,Ike19,3071.0633380555555
1870,Ike17,Ike04,3071.1605191666667
1871,Ike04,Ike06,3071.5202052777777
1872,Ike16,Ike09,3071.6455472222224
1873,Ike11,Ike09,3071.871600277778
1874,Ike06,Ike04,3071.9247322222222
1875,Ike06,Ike02,3072.1024222222222
1876,Ike06,Ike04,3072.200187777778
1877,Ike02,Ike06,3072.259376111111
1878,Ike06,Ike02,3072.293706111111
1879,Ike02,Ike06,3072.3945225
1880,Ike15,Ike13,3072.4137891666664
1881,Ike15,Ike03,3073.5581544444444
1882,Ike03,Ike15,3074.0564244444445
1883,Ike15,Ike08,3074.4584044444446
1884,Ike08,Ike15,3075.5467783333334
1885,Ike06,Ike13,3075.5654108333333
1886,Ike15,Ike08,3075.5794652777777
1887,Ike08,Ike15,3075.6076716666666
1888,Ike19,Ike22,3075.6688008333335
1889,Ike08,Ike15,3075.760904722222
1890,Ike05,Ike13,3075.817855
1891,Ike15,Ike08,3076.6257591666667
1892,Ike08,Ike15,3076.689659166667
1893,Ike10,Ike04,3076.8724655555557
1894,Ike04,Ike10,3076.9125119444443
1895,Ike08,Ike18,3077.026285
1896,Ike04,Ike17,3077.1020761111113
1897,Ike18,Ike08,3077.2868566666666
1898,Ike03,Ike14,3077.9623366666665
1899,Ike13,Ike09,3078.1067569444444
1900,Ike14,Ike13,3078.6256922222224
1901,Ike13,Ike14,3078.6374008333332
1902,Ike19,Ike13,3079.2884452777776
1903,Ike13,Ike17,3080.239397777778
1904,Ike04,Ike13,3085.645415
1905,Ike18,Ike22,3089.043291388889
1906,Ike18,Ike09,3089.3291991666665
1907,Ike09,Ike18,3089.359339722222
1908,Ike18,Ike09,3089.366663611111
1909,Ike09,Ike18,3089.486413888889
1910,Ike18,Ike09,3089.5089425
1911,Ike09,Ike18,3089.7906158333335
1912,Ike18,Ike09,3090.0303388888888
1913,Ike17,Ike04,3090.6129302777777
1914,Ike07,Ike15,3093.6974627777777
1915,Ike07,Ike15,3093.70064
1916,Ike13,Ike17,3096.8862891666668
1917,Ike17,Ike13,3096.951037222222
1918,Ike13,Ike17,3096.9617233333333
1919,Ike09,Ike18,3096.967421111111
1920,Ike09,Ike18,3099.6806336111113
1921,Ike09,Ike13,3099.817470833333
1922,Ike13,Ike09,3100.066710277778
1923,Ike09,Ike18,3101.2431275
1924,Ike18,Ike09,3101.3415705555553
1925,Ike15,Ike13,3101.581438333333
1926,Ike15,Ike13,3109.883483611111
1927,Ike11,Ike15,3113.6103080555554
1928,Ike11,Ike13,3113.6325322222224
1929,Ike09,Ike18,3113.8533905555555
1930,Ike11,Ike13,3115.781212777778
1931,Ike15,Ike13,3116.075263611111
1932,Ike13,Ike09,3116.453976388889
1933,Ike19,Ike03,3117.5806430555554
1934,Ike09,Ike13,3122.9358575
1935,Ike05,Ike15,3123.0136397222223
1936,Ike13,Ike09,3123.3414152777777
1937,Ike19,Ike17,3123.5952780555554
1938,Ike19,Ike03,3123.7251641666667
1939,Ike09,Ike18,3123.7379877777776
1940,Ike03,Ike17,3124.8870852777777
1941,Ike08,Ike18,3136.0497619444445
1942,Ike03,Ike17,3136.9392744444444
1943,Ike18,Ike08,3137.861534166667
1944,Ike01,Ike13,3141.5777316666668
1945,Ike14,Ike13,3141.8489730555557
1946,Ike01,Ike13,3141.8777280555555
1947,Ike18,Ike09,3143.657323888889
1948,Ike09,Ike18,3144.5131016666664
1949,Ike18,Ike09,3145.1229019444445
1950,Ike18,Ike08,3147.5079313888887
1951,Ike04,Ike13,3147.8587644444447
1952,Ike08,Ike18,3148.730934166667
1953,Ike18,Ike08,3148.738263888889
1954,Ike08,Ike18,3148.852306388889
1955,Ike15,Ike05,3150.6404677777778
1956,Ike18,Ike22,3160.5113525
1957,Ike18,Ike03,3160.569913611111
1958,Ike03,Ike18,3160.597546111111
1959,Ike08,Ike18,3160.6716055555557
1960,Ike18,Ike08,3160.8826083333333
1961,Ike14,Ike19,3161.1333030555556
1962,Ike17,Ike13,3161.7786541666665
1963,Ike02,Ike18,3161.802577777778
1964,Ike17,Ike19,3161.857592222222
1965,Ike13,Ike17,3162.4918933333333
1966,Ike19,Ike14,3163.3284219444445
1967,Ike19,Ike17,3163.420574722222
1968,Ike14,Ike19,3163.5314761111113
1969,Ike14,Ike04,3163.6005125
1970,Ike18,Ike09,3165.5075280555557
1971,Ike17,Ike13,3165.9864883333335
1972,Ike18,Ike09,3166.2049163888887
1973,Ike08,Ike15,3170.297147777778
1974,Ike08,Ike06,3172.9190591666666
1975,Ike08,Ike05,3173.275958888889
1976,Ike18,Ike09,3183.564556111111
1977,Ike09,Ike18,3183.591848611111
1978,Ike09,Ike13,3184.1687533333334
1979,Ike13,Ike09,3184.2631297222224
1980,Ike09,Ike13,3184.271259166667
1981,Ike19,Ike03,3190.2023647222222
1982,Ike19,Ike04,3190.288561388889
1983,Ike04,Ike19,3190.3255575
1984,Ike19,Ike17,3190.4299658333334
1985,Ike02,Ike17,3190.4854302777776
1986,Ike03,Ike17,3190.5313616666667
1987,Ike05,Ike17,3190.7508211111112
1988,Ike13,Ike21,3190.958706666667
1989,Ike04,Ike13,3190.974281388889
1990,Ike18,Ike02,3191.138106111111
1991,Ike09,Ike13,3191.65183
1992,Ike13,Ike09,3192.7296225
1993,Ike09,Ike18,3193.012108888889
1994,Ike17,Ike13,3193.331620277778
1995,Ike18,Ike09,3194.425516111111
1996,Ike18,Ike02,3194.6083597222223
1997,Ike02,Ike18,3194.6548408333333
1998,Ike18,Ike02,3194.9049919444446
1999,Ike02,Ike18,3194.992008888889
2000,Ike03,Ike17,3197.500754166667
2001,Ike17,Ike03,3209.2858255555557
2002,Ike09,Ike14,3210.5069036111113
2003,Ike14,Ike09,3211.0055194444444
2004,Ike17,Ike19,3212.4608080555554
2005,Ike15,Ike02,3213.2087755555553
2006,Ike02,Ike15,3213.3859513888888
2007,Ike09,Ike18,3214.975180277778
2008,Ike11,Ike15,3215.058858611111
2009,Ike15,Ike05,3215.4241841666667
2010,Ike15,Ike11,3215.5898041666665
2011,Ike03,Ike18,3216.3926152777776
2012,Ike04,Ike02,3217.302564166667
2013,Ike22,Ike02,3217.483532777778
2014,Ike03,Ike17,3217.940701666667
2015,Ike16,Ike09,3221.3549352777777
2016,Ike09,Ike16,3221.4185908333334
2017,Ike13,Ike17,3221.6718894444443
2018,Ike02,Ike17,3233.6007830555554
2019,Ike03,Ike02,3233.836706111111
2020,Ike18,Ike02,3234.1164422222223
2021,Ike18,Ike22,3234.1223233333335
2022,Ike08,Ike07,3234.149656388889
2023,Ike08,Ike18,3234.1687994444446
2024,Ike19,Ike17,3234.2108633333332
2025,Ike05,Ike15,3234.308528611111
2026,Ike22,Ike18,3234.325696111111
2027,Ike13,Ike20,3234.61605
2028,Ike20,Ike13,3234.7136555555558
2029,Ike19,Ike17,3234.851345555556
2030,Ike02,Ike17,3235.077223611111
2031,Ike17,Ike02,3235.0797361111113
2032,Ike15,Ike19,3236.417449722222
2033,Ike18,Ike08,3238.0990558333333
2034,Ike06,Ike15,3238.30189
2035,Ike10,Ike04,3239.5553755555557
2036,Ike07,Ike13,3239.8964858333334
2037,Ike13,Ike07,3240.149988611111
2038,Ike16,Ike02,3240.30971
2039,Ike07,Ike13,3240.402092777778
2040,Ike19,Ike17,3240.583783611111
2041,Ike02,Ike16,3241.2170175
2042,Ike16,Ike02,3241.3485288888887
2043,Ike15,Ike07,3241.903441666667
2044,Ike15,Ike05,3242.1473780555557
2045,Ike20,Ike02,3242.490463611111
2046,Ike08,Ike18,3242.6693463888887
2047,Ike17,Ike19,3242.949019722222
2048,Ike18,Ike08,3244.0825097222223
2049,Ike07,Ike15,3245.1703666666667
2050,Ike08,Ike13,3245.525648611111
2051,Ike02,Ike20,3255.993373611111
2052,Ike18,Ike22,3257.552688333333
2053,Ike18,Ike02,3257.5591805555555
2054,Ike02,Ike18,3258.369819722222
2055,Ike18,Ike02,3258.4106711111112
2056,Ike02,Ike18,3258.435218888889
2057,Ike18,Ike02,3258.459478888889
2058,Ike02,Ike18,3258.4777416666666
2059,Ike22,Ike18,3260.0858480555557
2060,Ike18,Ike22,3260.1078186111113
2061,Ike18,Ike14,3260.168688888889
2062,Ike02,Ike18,3260.2061413888887
2063,Ike18,Ike02,3260.220228888889
2064,Ike18,Ike02,3260.982396666667
2065,Ike02,Ike18,3261.4398719444443
2066,Ike19,Ike22,3261.5228594444443
2067,Ike22,Ike19,3261.5826891666666
2068,Ike19,Ike22,3261.6193405555555
2069,Ike22,Ike19,3261.64438
2070,Ike19,Ike22,3262.068871111111
2071,Ike20,Ike17,3262.363533888889
2072,Ike02,Ike18,3262.540970277778
2073,Ike09,Ike18,3262.756718888889
2074,Ike11,Ike13,3262.913156388889
2075,Ike18,Ike09,3263.4702333333335
2076,Ike22,Ike04,3263.936958611111
2077,Ike09,Ike18,3264.0045744444446
2078,Ike10,Ike22,3264.293618333333
2079,Ike18,Ike09,3264.675296111111
2080,Ike04,Ike22,3264.8704577777776
2081,Ike20,Ike01,3264.903743611111
2082,Ike17,Ike18,3265.22875
2083,Ike10,Ike18,3265.8008894444442
2084,Ike19,Ike21,3267.3834725
2085,Ike19,Ike21,3267.477465277778
2086,Ike19,Ike21,3267.5146416666666
2087,Ike21,Ike19,3268.1401544444443
2088,Ike03,Ike17,3270.218394722222
2089,Ike18,Ike17,3280.0520808333335
2090,Ike08,Ike18,3283.910589722222
2091,Ike09,Ike18,3289.949958611111
2092,Ike18,Ike09,3289.978178611111
2093,Ike18,Ike09,3291.2567205555556
2094,Ike11,Ike21,3312.4242072222223
2095,Ike21,Ike11,3313.279230277778
2096,Ike19,Ike17,3313.5979641666668
2097,Ike03,Ike19,3315.7994777777776
2098,Ike12,Ike16,3316.3650580555554
2099,Ike16,Ike12,3316.3898583333334
2100,Ike12,Ike16,3316.6582930555555
2101,Ike16,Ike12,3316.6709644444445
2102,Ike12,Ike16,3316.7427913888887
2103,Ike12,Ike16,3316.858871111111
2104,Ike12,Ike18,3317.6574116666666
2105,Ike05,Ike15,3317.8100263888887
2106,Ike15,Ike13,3319.201612222222
2107,Ike13,Ike15,3319.5034294444445
2108,Ike15,Ike13,3319.5424105555558
2109,Ike03,Ike17,3327.606583333333
2110,Ike18,Ike09,3327.7178788888887
2111,Ike09,Ike18,3327.7823752777776
2112,Ike18,Ike09,3327.801787777778
2113,Ike05,Ike15,3331.0039302777777
2114,Ike18,Ike08,3331.032110277778
2115,Ike17,Ike03,3331.370123611111
2116,Ike02,Ike17,3331.489193611111
2117,Ike08,Ike18,3331.6875666666665
2118,Ike07,Ike02,3331.798515
2119,Ike02,Ike07,3331.9354169444446
2120,Ike10,Ike04,3332.180804722222
2121,Ike03,Ike17,3332.2235969444446
2122,Ike03,Ike02,3332.2622144444445
2123,Ike02,Ike03,3332.275435277778
2124,Ike15,Ike02,3333.9494825
2125,Ike09,Ike18,3334.2826802777777
2126,Ike13,Ike11,3335.2170180555554
2127,Ike02,Ike17,3336.951106111111
2128,Ike16,Ike17,3337.085650833333
2129,Ike09,Ike18,3337.0891008333333
2130,Ike08,Ike13,3342.2839005555556
2131,Ike15,Ike17,3357.444935
2132,Ike04,Ike05,3358.089003611111
2133,Ike05,Ike04,3358.1029091666664
2134,Ike04,Ike05,3358.1321
2135,Ike05,Ike04,3358.149386388889
2136,Ike08,Ike07,3358.2645897222224
2137,Ike18,Ike09,3359.7490536111113
2138,Ike13,Ike01,3360.600448611111
2139,Ike13,Ike01,3360.6096933333333
2140,Ike16,Ike15,3360.815471388889
2141,Ike15,Ike16,3361.0981505555555
2142,Ike09,Ike14,3364.9305144444443
2143,Ike14,Ike09,3364.956491111111
2144,Ike10,Ike13,3373.5635930555554
2145,Ike03,Ike17,3377.829206666667
2146,Ike06,Ike20,3378.439930277778
2147,Ike11,Ike12,3378.4579208333334
2148,Ike20,Ike06,3378.471733888889
2149,Ike18,Ike14,3378.6984930555554
2150,Ike21,Ike13,3378.759053888889
2151,Ike06,Ike20,3378.869761666667
2152,Ike18,Ike01,3379.0655025
2153,Ike18,Ike22,3379.4945005555555
2154,Ike14,Ike01,3379.8091777777777
2155,Ike12,Ike14,3380.3643225
2156,Ike17,Ike13,3380.814476388889
2157,Ike15,Ike18,3380.9671530555556
2158,Ike18,Ike22,3381.3797797222223
2159,Ike22,Ike18,3381.3944275
2160,Ike18,Ike22,3381.4051205555556
2161,Ike22,Ike18,3381.4352594444445
2162,Ike18,Ike22,3381.45048
2163,Ike15,Ike07,3382.0115816666666
2164,Ike17,Ike03,3382.0442819444443
2165,Ike21,Ike02,3382.203683333333
2166,Ike07,Ike15,3382.2608647222223
2167,Ike20,Ike06,3382.2693194444446
2168,Ike15,Ike07,3382.427343611111
2169,Ike06,Ike20,3382.4302069444443
2170,Ike07,Ike15,3382.508736111111
2171,Ike15,Ike07,3382.5200247222224
2172,Ike11,Ike22,3382.5938716666665
2173,Ike22,Ike11,3382.6262675
2174,Ike11,Ike22,3382.6808608333336
2175,Ike22,Ike11,3382.7464775
2176,Ike15,Ike22,3384.2602191666665
2177,Ike11,Ike19,3389.3163786111113
2178,Ike19,Ike11,3390.0000144444443
2179,Ike19,Ike11,3390.1611363888887
2180,Ike07,Ike15,3400.797961388889
2181,Ike14,Ike10,3401.6680025
2182,Ike14,Ike18,3401.8012341666667
2183,Ike15,Ike07,3403.1857730555557
2184,Ike15,Ike07,3403.1930186111113
2185,Ike15,Ike13,3403.8296458333334
2186,Ike07,Ike15,3404.6388916666665
2187,Ike13,Ike17,3405.062236111111
2188,Ike04,Ike12,3405.3047269444446
2189,Ike22,Ike13,3407.507524166667
2190,Ike17,Ike13,3407.7466797222223
2191,Ike04,Ike12,3407.843515
2192,Ike13,Ike17,3407.884165277778
2193,Ike04,Ike12,3408.6437419444446
2194,Ike14,Ike13,3409.3477141666667
2195,Ike19,Ike13,3411.3840636111113
2196,Ike13,Ike19,3411.4164725
2197,Ike03,Ike13,3425.909940833333
2198,Ike15,Ike13,3425.9397972222223
2199,Ike05,Ike17,3426.401298611111
2200,Ike19,Ike04,3426.8904725
2201,Ike15,Ike13,3427.400232777778
2202,Ike13,Ike15,3427.974873611111
2203,Ike12,Ike04,3427.9921033333335
2204,Ike21,Ike13,3428.671806388889
2205,Ike13,Ike21,3428.6926183333335
2206,Ike04,Ike12,3428.7892338888887
2207,Ike15,Ike13,3432.0105388888887
2208,Ike13,Ike15,3432.0273244444443
2209,Ike15,Ike13,3432.5311825
2210,Ike13,Ike15,3432.6878530555555
2211,Ike15,Ike13,3432.7371758333334
2212,Ike11,Ike09,3433.8529083333333
2213,Ike21,Ike13,3433.920518611111
2214,Ike11,Ike19,3434.0579755555555
2215,Ike09,Ike11,3435.47116
2216,Ike16,Ike09,3435.4962297222223
2217,Ike16,Ike21,3435.5091852777778
2218,Ike12,Ike04,3436.9121652777776
2219,Ike12,Ike04,3447.8132322222223
2220,Ike15,Ike13,3452.2976038888887
2221,Ike15,Ike08,3453.9653777777776
2222,Ike08,Ike15,3454.4775063888887
2223,Ike15,Ike08,3455.939407222222
2224,Ike08,Ike15,3457.3525669444443
2225,Ike13,Ike15,3481.3986266666666
2226,Ike15,Ike13,3481.527992222222
2227,Ike11,Ike13,3481.7105486111113
2228,Ike13,Ike11,3481.717187222222
2229,Ike11,Ike13,3481.7544577777776
2230,Ike13,Ike11,3481.7650358333335
2231,Ike09,Ike13,3481.7843155555556
2232,Ike18,Ike09,3484.4197016666667
2233,Ike09,Ike18,3484.4431030555556
2234,Ike18,Ike09,3484.466195277778
2235,Ike09,Ike18,3484.4870463888888
2236,Ike18,Ike09,3484.5256025
2237,Ike09,Ike18,3484.53493
2238,Ike18,Ike09,3484.5498483333336
2239,Ike09,Ike18,3484.565595833333
2240,Ike05,Ike17,3489.5869125
2241,Ike22,Ike13,3494.221359166667
2242,Ike15,Ike05,3494.5907022222223
2243,Ike15,Ike22,3494.603277222222
2244,Ike15,Ike22,3495.3578605555554
2245,Ike15,Ike13,3496.0787125
2246,Ike08,Ike18,3497.0074097222223
2247,Ike18,Ike08,3497.0223869444444
2248,Ike09,Ike12,3497.4772538888888
2249,Ike11,Ike05,3498.251086388889
2250,Ike05,Ike11,3498.6898669444445
2251,Ike15,Ike13,3499.513303888889
2252,Ike17,Ike11,3505.648689722222
2253,Ike11,Ike05,3509.0111580555554
2254,Ike15,Ike09,3518.0621069444446
2255,Ike18,Ike01,3520.23975
2256,Ike22,Ike06,3522.1862313888887
2257,Ike22,Ike07,3522.2400752777776
2258,Ike14,Ike06,3522.3588555555557
2259,Ike06,Ike14,3522.808641388889
2260,Ike14,Ike06,3523.2330316666666
2261,Ike02,Ike09,3523.4247472222223
2262,Ike07,Ike22,3524.2405058333334
2263,Ike18,Ike09,3524.699271388889
2264,Ike15,Ike13,3524.779859722222
2265,Ike18,Ike08,3524.8229605555557
2266,Ike22,Ike18,3525.9474169444443
2267,Ike18,Ike22,3525.9649644444444
2268,Ike15,Ike13,3528.054201111111
2269,Ike13,Ike15,3545.373433333333
2270,Ike15,Ike13,3548.2891694444443
2271,Ike15,Ike13,3548.643813888889
2272,Ike18,Ike13,3548.9744516666665
2273,Ike13,Ike18,3549.227946111111
2274,Ike05,Ike15,3550.545923888889
2275,Ike18,Ike13,3550.7250719444446
2276,Ike19,Ike17,3550.9831466666665
2277,Ike13,Ike18,3550.9848291666667
2278,Ike15,Ike05,3551.4782833333334
2279,Ike09,Ike18,3554.9443405555558
2280,Ike18,Ike09,3555.0508291666665
2281,Ike03,Ike17,3557.1186116666668
2282,Ike16,Ike14,3571.6448294444444
2283,Ike13,Ike17,3573.0906088888887
2284,Ike13,Ike17,3573.2731980555554
2285,Ike17,Ike13,3573.664755
2286,Ike17,Ike13,3573.773043888889
2287,Ike04,Ike12,3573.8123297222223
2288,Ike13,Ike17,3573.8247255555557
2289,Ike17,Ike13,3573.857829722222
2290,Ike09,Ike14,3574.632608888889
2291,Ike01,Ike13,3575.094585
2292,Ike01,Ike05,3575.831413611111
2293,Ike13,Ike01,3575.876208333333
2294,Ike20,Ike07,3575.9804233333334
